,timestamp,base,success,date,rates.ANG,rates.TND,rates.CAD,rates.XCD,rates.MVR,rates.HRK,rates.AUD,rates.MWK,rates.XAG,rates.MAD,rates.PHP,rates.NAD,rates.GNF,rates.KES,rates.MZN,rates.BTN,rates.MGA,rates.AZN,rates.XAU,rates.RON,rates.CHF,rates.EGP,rates.BSD,rates.TWD,rates.GGP,rates.LVL,rates.MMK,rates.WST,rates.ILS,rates.BHD,rates.GBP,rates.TZS,rates.SDG,rates.LAK,rates.DJF,rates.BYN,rates.LBP,rates.RWF,rates.PEN,rates.EUR,rates.ZMK,rates.RSD,rates.INR,rates.MUR,rates.BWP,rates.GEL,rates.KMF,rates.UZS,rates.RUB,rates.CUC,rates.BGN,rates.JOD,rates.NGN,rates.BDT,rates.PKR,rates.BRL,rates.KZT,rates.CVE,rates.HNL,rates.NZD,rates.ERN,rates.NPR,rates.ZMW,rates.FKP,rates.DZD,rates.JMD,rates.CRC,rates.GMD,rates.PLN,rates.AMD,rates.BMD,rates.BZD,rates.BBD,rates.SBD,rates.IDR,rates.ALL,rates.IQD,rates.BIF,rates.HKD,rates.GIP,rates.BAM,rates.LKR,rates.QAR,rates.SAR,rates.TOP,rates.SEK,rates.ZAR,rates.ARS,rates.MYR,rates.BYR,rates.KPW,rates.CZK,rates.STD,rates.BTC,rates.ZWL,rates.LSL,rates.COP,rates.PAB,rates.IRR,rates.NOK,rates.XPF,rates.XOF,rates.OMR,rates.CNY,rates.XDR,rates.AOA,rates.SCR,rates.MOP,rates.NIO,rates.ISK,rates.VND,rates.VES,rates.UYU,rates.VEF,rates.MRU,rates.USD,rates.DOP,rates.UGX,rates.BOB,rates.UAH,rates.TTD,rates.KGS,rates.SGD,rates.TMT,rates.GHS,rates.TJS,rates.KHR,rates.ETB,rates.PGK,rates.THB,rates.AED,rates.CLP,rates.LRD,rates.SYP,rates.KYD,rates.SRD,rates.GTQ,rates.LYD,rates.SLL,rates.SLE,rates.SHP,rates.IMP,rates.FJD,rates.PYG,rates.KRW,rates.SZL,rates.GYD,rates.MDL,rates.MXN,rates.LTL,rates.HTG,rates.SOS,rates.MNT,rates.AFN,rates.CUP,rates.CLF,rates.JPY,rates.TRY,rates.YER,rates.HUF,rates.BND,rates.JEP,rates.MKD,rates.AWG,rates.CDF,rates.VUV,rates.XAF,rates.KWD,rates.DKK
0,1707825723,EUR,True,2024-02-13,1.942963,3.372493,1.449108,2.912874,16.54504,7.53584,1.652779,1814.826764,0.047091,10.817385,60.277339,21.4705,9270.79961,168.679238,68.439121,89.377891,4900.202444,1.823915,0.000531,4.975884,0.948615,33.303361,1.078045,33.799274,0.853495,0.651965,2264.003646,2.960734,3.922235,0.406239,0.850813,2743.062548,647.772835,22455.840904,191.952011,3.528146,16170.618707,1369.75424,4.167525,1,9701.71498,117.148651,89.496815,50.226744,14.798711,2.856562,492.835425,13309.130029,98.464607,1.077824,1.956887,0.764282,1562.299765,118.325624,301.327413,5.339219,483.473294,110.38219,26.603244,1.763121,16.167365,143.00881,29.027818,0.853495,144.686063,168.709115,557.088865,72.995605,4.318217,437.66466,1.077824,2.173107,2.176791,9.13476,16854.208096,103.860266,1412.299409,3073.034066,8.425918,0.853495,1.957879,338.0489,3.924089,4.04226,2.549697,11.244197,20.304647,895.995356,5.136922,21125.356356,970.043525,25.271801,22308.786971,2.1571911e-05,347.058986,21.470411,4219.520476,1.078145,45300.955488,11.314191,119.331742,656.648057,0.414912,7.750206,0.813564,896.221483,14.428011,8.68432,39.681761,148.696664,26325.858622,39.096061,42.294904,3905307.171283,42.660527,1.077824,63.148801,4162.419155,7.449909,40.930055,7.315767,96.390003,1.449679,3.772385,13.42225,11.772799,4391.621749,61.077244,4.100334,38.489645,3.958687,1047.483604,205.208753,14013.663552,0.898454,39.235998,8.414934,5.214488,21287.030062,24.299654,1.361402,0.853495,2.421063,7853.264787,1432.606346,20.513779,225.549461,19.174357,18.413389,3.182535,141.949388,615.977794,3686.535483,79.504039,28.562344,0.03796,160.994286,33.114859,269.832993,386.981967,1.449926,0.853495,61.612102,1.940084,2958.627952,129.815701,656.654156,0.331872,7.455084
